鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
五股區,房地(土地+建物)+車位,新北市五股區成泰路三段328號旁,24.28,住,,,1150513,土地1建物1車位1,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.14,2,2,2,有,無,15910000,162605,坡道平面,39.67,2500000,交易總價含下列非屬預售屋價格之費用:裝潢費；,RPPPMLOKNHLGFBF28CB,忠茂左岸,B3棟5號,
中和區,房地(土地+建物)+車位,新北市中和區連城路346-1號旁,12.62,住,,,1150511,土地40建物1車位1,三層,22,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,141.64,3,2,2,有,無,28470000,227269,坡道平面,26.71,2350000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOKNHLGFHF68CB,和御,B棟B1-03F號,
板橋區,房地(土地+建物)+車位,新北市板橋區大同街56號旁,11.53,住,,,1150512,土地9建物1車位1,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.44,2,2,2,有,無,29380000,288081,坡道平面,35.48,2600000,,RPUPMLOKNHLGFAF78DB,昇陽匯翠-松翠,A棟A2-21F號,
板橋區,房地(土地+建物)+車位,新北市板橋區大同街56號旁,16.12,住,,,1150514,土地9建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.16,3,2,2,有,無,38600000,277606,坡道平面,35.48,2600000,,RPWPMLOKNHLGFAF98DB,昇陽匯翠-松翠,A棟A3-17F號,
板橋區,房地(土地+建物)+車位,新北市板橋區大同街56號旁,11.53,住,,,1150514,土地9建物1車位1,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.44,2,2,2,有,無,28430000,277861,坡道平面,35.48,2600000,,RPXPMLOKNHLGFAF09DB,昇陽匯翠-松翠,A棟A6-6F號,
汐止區,房地(土地+建物)+車位,新北市汐止區大同路二段258號旁,22.0,住,,,1150512,土地17建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.08,3,2,2,有,無,33430000,238937,坡道平面,34.05,2600000,,RPVNMLOKNHLGFDF98DB,文心慕慕,A3-2F號,
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段385號旁,12.05,住,,,1150513,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.12,2,1,2,有,無,19860000,214336,其他,12.46,1500000,,RPPNMLPKNHLGFBF18CB,家?美,A2棟3F號,
板橋區,房地(土地+建物)+車位,新北市板橋區大同街56號旁,16.12,住,,,1150515,土地9建物1車位1,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,165.16,3,2,2,有,無,38080000,272054,坡道平面,35.48,2800000,,RPRNMLPKNHLGFAF38DB,昇陽匯翠-松翠,A棟A5-6F號,
林口區,房地(土地+建物)+車位,新北市林口區富貴路,29.12,商,,,1150516,土地2建物1車位2,十五層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,296.97,0,0,0,無,無,51480000,195108,坡道平面,56.18,4500000,,RPPNMLRKNHLGFBF38CB,福樺富貴莊園,C棟15號,
土城區,房地(土地+建物),新北市土城區福寧街38號旁,16.24,住,,,1150517,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.55,2,2,2,有,無,19580000,231579,,0.0,0,,RPPNMLRKNHLGFAF38DB,迴東騰,A2-4F號,
土城區,房地(土地+建物)+車位,新北市土城區福寧街38號旁,16.24,住,,,1150517,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.1,2,2,2,有,無,21860000,236073,坡道平面,29.55,1900000,,RPQNMLRKNHLGFAF48DB,迴東騰,A2-6F號,
