鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
台東市,租賃房屋,臺東縣臺東市新成街３５號,0.0,,,,1150515,土地0建物0車位0,全,4,透天厝,人行店舖．集合住宅,鋼筋混凝土造,0850523,33.35,5,0,5,有,無,有,7500,225,,0.0,0,其他:301室,RPQNMLTKNHLGFAV67CC,分租套房,無,1150515~1160514,無,冷氣、電視機、冰箱,一般代管
台東市,租賃房屋,臺東縣臺東市更生路１０８２號,0.0,,,,1150518,土地0建物1車位0,全,2,透天厝,住家用,鋼筋水泥加強磚造,0660913,62.35,1,1,1,有,無,無,15000,241,,0.0,0,租金總額含稅；租賃期間有約定不同租金115年6月1日至115年6月30日為免租金裝潢期115年7月1日至118年6月1日每月租金13000元118年6月1日至121年6月1日每月租金15000元；,RPRNMLTKNHLGFAV77CC,,無,1150601~1210601,無,,
台東市,租賃房屋,臺東縣臺東市平等街１４６號,0.0,,,,1150511,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0690501,30.41,5,1,4,有,無,有,12000,395,,0.0,0,租金總額含水費；網路費；,RPTNMLTKNHLGFAV97CC,分層出租,無,1150515~1160514,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
台東市,租賃房屋,臺東縣臺東市新成街３５號,0.0,,,,1150515,土地0建物0車位0,全,4,透天厝,人行店舖．集合住宅,鋼筋混凝土造,0850523,33.35,5,0,5,有,無,有,7500,225,,0.0,0,其他-201號室,RPVNMLTKNHLGFAV18CC,分租套房,無,1150515~1160514,無,冷氣、電視機、冰箱,一般代管
台東市,租賃房屋,臺東縣臺東市開封街６３２巷５２號,0.0,,,,1150512,土地0建物0車位0,全,3,透天厝,住宅、樓梯間,ＲＣ造,1030922,27.74,12,0,12,有,無,有,7000,252,,0.0,0,2B室出租人同意承租人提前於115年4月19日入住，期間所受之保障與本契約約定相同續租案件；,RPPNMLLLNHLGFAV86CC,分租套房,無,1150419~1160418,無,冷氣、洗衣機、電視機、冰箱、網路,一般轉租
台東市,租賃房屋,臺東縣臺東市正氣路３１０號,0.0,,,,1150518,土地0建物1車位0,全,5,透天厝,人行．店舖．辦公廳,鋼筋混凝土造,0840721,162.63,5,1,3,有,無,有,27000,166,,0.0,0,多人共同承租6；租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPSNMLLLNHLGFAV17CC,分層出租,無,1150518~1170517,無,冷氣、熱水器、洗衣機、冰箱,一般代管
台東市,租賃房屋,臺東縣臺東市中華路二段３２５號,230.08,住,,,1150512,土地2建物1車位0,見其他登記事項,1,店面(店鋪),住宅,加強磚造,0621201,114.7,2,2,1,有,無,無,27000,235,,0.0,0,,RPUNMLLLNHLGFAV37CC,,無,1150601~1180531,無,,
卑南鄉,租賃房屋,臺東縣卑南鄉利嘉路５９８號,0.0,,,,1150515,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0740809,89.6,4,2,2,有,無,有,8000,89,,0.0,0,,RPQNMLMLNHLGFAV07CC,整棟(戶)出租,無,1150515~1160514,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
台東市,租賃房屋,臺東縣臺東市志航路三段６５號,0.0,,,,1150516,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0690511,93.16,2,3,2,有,無,有,10000,107,,0.0,0,,RPRNMLMLNHLGFAV17CC,整棟(戶)出租,無,1150516~1160515,無,冷氣、熱水器、洗衣機,社會住宅包租轉租
