鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３９號三樓之３６,0.0,,,,1150511,土地0建物2車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,62.46,1,1,2,有,有,有,17700,283,,0.0,0,含有多個門牌且未個別計算租金嘉義縣朴子市仁和二路139號三樓之36號、37號；,RPPNMLMKNHLGFBQ09CC,獨立套房,有,1150601~1160531,有,冷氣、熱水器、洗衣機、冰箱,
朴子市,租賃房屋,嘉義縣朴子市?溪口４１０號,0.0,,,,1150512,土地0建物1車位0,全,3,透天厝,住宅、樓梯間,鋼筋混凝土造,1141027,168.62,5,1,5,有,無,有,52000,308,,0.0,0,,RPQNMLMKNHLGFBQ56CC,整棟(戶)出租,無,1150515~1160514,無,冷氣、熱水器、洗衣機、冰箱,
民雄鄉,租賃房屋,嘉義縣民雄鄉豐收村７鄰大學路二段３５１０號２樓之２,0.0,,,,1150512,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0851203,37.17,1,0,1,有,有,有,4500,121,,0.0,0,續租案件；,RPPNMLOKNHLGFCQ76CC,獨立套房,無,1150528~1160527,有,冷氣、熱水器、電視機、冰箱、有線電視,社會住宅代管
中埔鄉,租賃房屋,嘉義縣中埔鄉和興村平實街２９巷３８弄５１號,0.0,,,,1150512,土地0建物1車位0,全,2,透天厝,住商用,鋼筋混凝土造,0811221,132.61,2,3,3,有,無,有,12000,90,,0.0,0,續租案件；,RPPNMLOKNHLGFDQ86CC,整棟(戶)出租,無,1150526~1160525,無,熱水器,社會住宅代管
水上鄉,租賃房屋,嘉義縣水上鄉民生村仁愛街１１號,0.0,,,,1150512,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0690507,96.46,3,1,2,有,無,有,10500,109,,0.0,0,續租案件；,RPQNMLOKNHLGFDQ96CC,整棟(戶)出租,無,1150613~1160612,無,冷氣、熱水器,社會住宅代管
太保市,租賃房屋,嘉義縣太保市頂港子墘４０之７號四樓之５０,0.0,,,,1150513,土地0建物1車位0,四層,4,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,23.34,1,0,1,有,有,有,7200,308,,0.0,0,租金：7500元，含管理費300元,RPSNMLOKNHLGFDQ17CC,獨立套房,有,1150515~1160515,有,冷氣、熱水器、洗衣機、電視機、冰箱,
朴子市,租賃房屋,嘉義縣朴子市祥和三路西段１９１號三樓之２０,0.0,,,,1150514,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920821,22.72,1,0,1,有,無,有,10000,440,,0.0,0,租金總額含網路費；其他公證費；,RPPNMLTKNHLGFBQ17CC,獨立套房,無,1150601~1160531,有,冷氣、熱水器、洗衣機、電視機、冰箱,
太保市,租賃房屋,嘉義縣太保市頂港子墘４０之８號五樓之４３,0.0,,,,1150513,土地0建物2車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,46.68,1,1,1,有,有,有,11400,244,,0.0,0,租金：12000元，含管理費：600/月含有多個門牌且未個別計算租金嘉義縣太保市頂港子墘40之8號五樓之43、45；,RPQNMLLLNHLGFDQ76CC,獨立套房,有,1150520~1160520,有,冷氣、熱水器、洗衣機、冰箱,
民雄鄉,租賃房屋,嘉義縣民雄鄉松山村松子腳１之２２號五樓之四,0.0,,,,1150519,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840923,28.29,1,0,1,有,有,有,3500,124,,0.0,0,續租案件；,RPPNMLPLNHLGFCQ96CC,獨立套房,有,1150616~1160615,有,冷氣、熱水器,社會住宅代管
