鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
太平區,租賃房屋+車位,臺中市太平區新興路１０號,0.0,,,,1150511,土地0建物1車位1,一層,14,住宅大樓(11層含以上有電梯),店舖,鋼筋混凝土造,1020718,163.67000000000002,0,0,0,無,有,無,70000,428,坡道平面,35.79,0,租金總額含稅；租賃期間有約定不同租金115/5/11~115/5/31裝修期免收租金115/6/1~118/4/30每月租金7萬元118/5/1~121/4/30每月租金7.3萬元121/5/1~124/4/30每月租金7.6萬元124/5/1~127/4/30每月租金7.9萬元；,RPPNMLLKNHLGFJB28CC,,有,1150511~1270430,有,,
南區,租賃房屋,臺中市南區工學北路８６號１４樓之１７,0.0,,,,1150512,土地0建物1車位0,見其他登記事項,18,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0850506,140.44,3,2,3,有,有,有,15000,107,,0.0,0,社會住宅包租代管中央版5期353,RPQNMLMKNHLGFAB57CC,整棟(戶)出租,有,1150521~1160520,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
東區,租賃房屋,臺中市東區進化路２０２-１０號,0.0,,,,1150511,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0760508,114.56,3,1,2,有,無,無,25000,218,,0.0,0,僅租賃該建號2.3樓多人共同承租3；,RPOPMLMKNHLGFAB57CC,分層出租,無,1150510~1160509,無,冷氣、熱水器、瓦斯或天然氣,
北屯區,租賃房屋,臺中市北屯區瀋陽路二段１７５號八樓之１８,0.0,,,,1150511,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961231,69.08,1,0,1,有,有,有,8800,127,,0.0,0,續租案件；,RPPNMLMKNHLGFBB57CC,獨立套房,有,1150516~1160515,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
北屯區,租賃房屋,臺中市北屯區大連路一段２７７號７樓,0.0,,,,1150511,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820511,113.83,3,2,2,有,有,有,19500,171,,0.0,0,每月管理費 2046元 由承租人自付。,RPUNMLMKNHLGFBB08CC,整棟(戶)出租,有,1150515~1160514,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北屯區,租賃房屋,臺中市北屯區東山路一段１４０巷８１弄１２之４號６樓,0.0,,,,1150511,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801110,157.12,3,2,2,有,無,有,25000,159,,0.0,0,多人共同承租2；,RPVOMLMKNHLGFBB28CC,整棟(戶)出租,無,1150520~1160319,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區中清路一段７２６巷４３號五樓５０６室,0.0,,,,1150511,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790324,20.8,6,6,6,有,無,有,12000,577,,0.0,0,多人共同承租2；租金總額含網路費；其他電視第四台、垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；,RPSPMLMKNHLGFBB08CC,分租套房,無,1150515~1160514,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
北屯區,租賃房屋,臺中市北屯區崇德六路一段１５１巷１０弄９號５樓A室,0.0,,,,1150511,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700513,41.62,2,2,3,有,無,有,12000,288,,0.0,0,多人共同承租2；其他電視第四台；租賃建物部分範圍，且未計入共有部分面積；,RPTPMLMKNHLGFBB18CC,分租套房,無,1150620~1160619,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視,一般轉租
北屯區,租賃房屋,臺中市北屯區東光路７２４巷５號１４樓,0.0,,,,1150511,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830512,113.91,3,1,2,有,有,有,13500,119,,0.0,0,,RPQQMLMKNHLGFBB97CC,整棟(戶)出租,有,1150513~1160512,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
南屯區,租賃房屋+車位,臺中市南屯區大墩六街１１３號八樓,0.0,,,,1150511,土地0建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850724,132.75,3,2,2,有,有,有,23000,173,坡道平面,0.0,2500,,RPOOMLMKNHLGFCB67CC,整棟(戶)出租,有,1150513~1160512,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
南屯區,租賃房屋+車位,臺中市南屯區文心南五路一段３２１號三樓之２,0.0,,,,1150511,土地0建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880423,123.28,2,2,1,有,有,有,16500,160,坡道平面,29.78,1500,,RPPOMLMKNHLGFCB77CC,整棟(戶)出租,有,1150520~1160519,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
西屯區,租賃房屋,臺中市西屯區黎明路三段３１６號六樓之８,0.0,,,,1150512,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,23.86,1,0,1,有,有,有,7500,314,,0.0,0,社會住宅包租代管公會版41期567-1續租案件；,RPWPMLMKNHLGFCB58CC,獨立套房,有,1150601~1160531,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
南屯區,租賃房屋,臺中市南屯區保安十街１５０號四樓之２５,0.0,,,,1150511,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),寄宿舍,鋼筋混凝土造,1110728,33.53,1,0,1,有,無,有,11000,328,,0.0,0,,RPSQMLMKNHLGFCB28CC,獨立套房,有,1150511~1160510,有,冷氣、熱水器、洗衣機、冰箱,一般轉租
清水區,租賃房屋+車位,臺中市清水區港新五路２１７號六樓之２,0.0,,,,1150511,土地0建物1車位1,六層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060905,180.48000000000002,2,2,2,有,有,有,17300,105,坡道平面,34.35,2000,續租案件；,RPTNMLMKNHLGFFB38CC,整棟(戶)出租,有,1150517~1160516,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
龍井區,租賃房屋,臺中市龍井區台灣大道５段３巷６２弄３５號,0.0,,,,1150511,土地0建物0車位0,全,5,透天厝,住家用,鋼筋混凝土造,0761212,13.22,37,12,49,有,無,有,7500,567,,0.0,0,租金總額含網路費；,RPWNMLMKNHLGFKB56CC,分租套房,無,1150601~1160531,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
西區,租賃房屋,臺中市西區中山路４７０號四樓之３,0.0,,,,1150512,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1060125,61.44,1,1,1,有,有,有,17800,290,,0.0,0,,RPWNMLNKNHLGFAB28CC,獨立套房,有,1150515~1160514,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北區,租賃房屋,臺中市北區中清路一段８２２之１４７號,0.0,,,,1150511,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700814,37.75,1,0,1,有,無,有,11100,294,,0.0,0,社會住宅包租代管中央版5期357,RPTNMLNKNHLGFBB08CC,獨立套房,無,1150515~1160514,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,社會住宅代管
北區,租賃房屋,臺中市北區中清路一段８２２之１３４號,0.0,,,,1150511,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700814,35.07,1,0,1,有,無,有,10400,297,,0.0,0,社會住宅包租代管中央版5期361,RPVNMLNKNHLGFBB28CC,獨立套房,無,1150515~1160514,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,社會住宅代管
北屯區,租賃房屋,臺中市北屯區天津路四段３０３號１５樓之１,0.0,,,,1150512,土地0建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840626,27.46,1,0,1,有,有,有,7500,273,,0.0,0,社會住宅包租代管公會版41期537-1續租案件；,RPOOMLNKNHLGFBB67CC,獨立套房,有,1150516~1160515,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
