鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
桃園區,租賃房屋,桃園市桃園區南平路５９３號六樓之２,0.0,,,,1150511,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880902,32.93,1,1,1,有,有,有,11300,343,,0.0,0,社會住宅 管理費400元，水電費  由承租人負擔,RPXOMLLKNHLGFAH88CC,獨立套房,有,1150513~1160512,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
桃園區,租賃房屋+車位,桃園市桃園區文中一路２５巷２３號五樓,0.0,,,,1150511,土地0建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130325,128.65,3,1,2,有,有,有,27500,232,坡道平面,23.03,3000,,RPOPMLLKNHLGFAH08CC,整棟(戶)出租,有,1150511~1160510,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中壢區,租賃房屋,桃園市中壢區協同街４６號之３,0.0,,,,1150511,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830502,31.56,1,1,1,有,有,有,6400,203,,0.0,0,管理費每個月600元整，水費、電費皆由承租人負擔,RPXQMLLKNHLGFBH56CC,獨立套房,有,1150515~1160514,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
楊梅區,租賃房屋,桃園市楊梅區文化街５６８巷５號５樓之３,0.0,,,,1150511,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831201,34.78,1,1,1,有,有,有,5200,150,,0.0,0,社會住宅 管理費300元，水電費 由承租人負擔,RPQOMLLKNHLGFDH48CC,獨立套房,有,1150515~1160514,有,冷氣、熱水器,社會住宅包租轉租
八德區,租賃房屋,桃園市八德區仁和街２４８巷４２弄８衖８號四樓,0.0,,,,1150511,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830421,93.95,3,1,2,有,無,無,12000,128,,0.0,0,,RPXNMLLKNHLGFFH66CC,整棟(戶)出租,無,1150520~1160519,無,冷氣、熱水器,社會住宅代管
桃園區,租賃房屋+車位,桃園市桃園區樹仁一街４１號４樓之２,29.67,住,,,1150511,土地1建物1車位1,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800912,148.42000000000002,3,2,2,有,無,無,23000,155,坡道平面,0.0,0,,RPOPMLMKNHLGFAH18CC,整棟(戶)出租,無,1150601~1160531,有,冷氣、熱水器、瓦斯或天然氣,
桃園區,租賃房屋,桃園市桃園區復興路８３號十一樓之９,0.0,,,,1150511,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),套房．辦公室,鋼筋混凝土造,0691007,31.730000000000004,1,1,1,有,有,有,9000,284,,0.0,0,每月管理費1000元由出租人負擔，租金已扣除。,RPUPMLMKNHLGFAH78CC,獨立套房,有,1150515~1160514,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
觀音區,租賃房屋,桃園市觀音區八德二街１１號七樓之１,0.0,,,,1150511,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100910,110.48,2,2,1,有,有,有,14100,128,,0.0,0,管理費每個月1900元整，水費、電費、瓦斯費皆由承租人負擔未租賃車位，建物登記含有車位面積；,RPPNMLMKNHLGFBH18CC,整棟(戶)出租,有,1150624~1160623,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
觀音區,租賃房屋,桃園市觀音區莊敬路４８９之１號三樓,0.0,,,,1150511,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1060926,69.85,2,1,1,有,有,有,14000,200,,0.0,0,管理費1000元，水電費由承租人負擔多人共同承租2；,RPORMLMKNHLGFBH48CC,整棟(戶)出租,有,1150517~1160516,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中壢區,租賃房屋,桃園市中壢區慈惠三街１５７巷１０號三樓之１,0.0,,,,1150511,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830607,267.27,4,2,2,有,有,無,25000,94,,0.0,0,管理費3000元， 由承租人負擔續租案件；,RPSRMLMKNHLGFBH88CC,整棟(戶)出租,有,1150601~1160531,有,冷氣、熱水器、洗衣機,社會住宅代管
中壢區,租賃房屋,桃園市中壢區中山路４１號九樓之８,0.0,,,,1150512,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0830907,49.13,1,1,1,有,有,有,9300,189,,0.0,0,每月管理費1200元由承租人負擔，未計入租金。續租案件；,RPWRMLMKNHLGFBH66CC,獨立套房,有,1150520~1160519,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
龍潭區,租賃房屋,桃園市龍潭區聖亭路八德段３９６巷２３弄８號,0.0,,,,1150511,土地0建物1車位0,全,5,透天厝,住宅、停車空間,鋼筋混凝土造,0941214,262.28,5,2,3,有,有,有,30000,114,,0.0,0,社會住宅 管理費1500元，水電費  網路費 由承租人負擔,RPPNMLMKNHLGFCH28CC,整棟(戶)出租,有,1150511~1160510,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
大溪區,租賃房屋,桃園市大溪區得勝路３之９號,0.0,,,,1150511,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750730,92.34,3,2,1,有,無,有,9000,97,,0.0,0,社會住宅 ，水電費  由承租人負擔,RPQNMLMKNHLGFCH38CC,整棟(戶)出租,無,1150515~1160514,無,冷氣、熱水器,社會住宅包租轉租
