鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
頭份市,房地(土地+建物)+車位,苗栗縣頭份市永忠街,14.96,商,,,1150211,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.05,2,2,1,有,無,15130000,120573,坡道平面,29.08,1750000,,RPQNMLNKKHLGFFK68CB,創麒城曦,4F-C號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市永忠街,14.45,商,,,1150212,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.2,2,2,1,有,無,15130000,124907,坡道平面,29.08,1750000,,RPRNMLNKKHLGFFK78CB,創麒城曦,6F-D號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市信六街與立德街102巷交叉口,20.21,住,,,1150211,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.59,2,2,1,有,無,12500000,114717,坡道平面,29.23,1790000,,RPSNMLNKKHLGFFK88CB,誠佳?學,B棟B2-12F號,
公館鄉,房地(土地+建物)+車位,苗栗縣公館鄉近大同路館華巷,39.69,住,,,1150211,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.71,3,2,2,有,無,8600000,79110,一樓平面,14.98,0,,RPPNMLNLKHLGFBK28CB,花田囍事,D棟4號,
通霄鎮,房地(土地+建物)+車位,苗栗縣通霄鎮海濱路81號對面,36.16,住,,,1150222,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.35,3,2,2,有,無,8780000,77459,一樓平面,12.89,0,,RPPNMLOLKHLGFCK48CB,陽光雅庭,A4號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市大同路,37.87,住,,,1150213,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.22,3,2,2,有,無,13280000,116668,一樓平面,18.25,1500000,,RPPNMLOLKHLGFFK78CB,榮九翡翠NO.13,E棟4F號,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市自治路353號,33.13,住,,,1150213,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.41,3,2,2,有,無,13280000,114873,一樓平面,15.25,1200000,,RPPNMLQLKHLGFBK58CB,凱旋6,A5號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市光華段1238地號,11.05,商,,,1150212,土地1建物1車位1,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.11,2,2,2,有,無,14460000,122527,坡道平面,24.97,1700000,,RPPNMLMJLHLGFFK48CB,富麗賀,A3棟8F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市光華段1238地號,18.47,商,,,1150222,土地1建物1車位1,十層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,198.84,4,2,2,有,無,22620000,118882,坡道平面,24.97,1950000,,RPRNMLMJLHLGFFK68CB,富麗賀,B2棟10F號,
公館鄉,房地(土地+建物)+車位,苗栗縣公館鄉近大同路館華巷,22.85,住,,,1150223,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,68.86,2,2,1,有,無,5300000,76968,一樓平面,14.98,0,,RPQNMLNJLHLGFBK28CB,花田囍事,B棟2號,
