鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
南投市,租賃房屋,南投縣南投市中興路２４９巷２弄３０號,0.0,,,,1150213,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0830331,202.26999999999998,5,2,3,有,無,有,17600,87,,0.0,0,續租案件；,RPQNMLNLKHLGFAM58CC,整棟(戶)出租,無,1150301~1160228,無,熱水器、瓦斯或天然氣,社會住宅代管
南投市,租賃房屋,南投縣南投市文化路７０７巷１弄６９號五樓之１,0.0,,,,1150211,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1131216,122.52000000000001,3,2,2,有,有,有,18500,151,,0.0,0,,RPPNMLOLKHLGFAM58CC,整棟(戶)出租,有,1150225~1160224,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
南投市,租賃房屋,南投縣南投市南新路３４１巷６號,0.0,,,,1150226,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0840615,151.18,4,2,4,有,無,有,18000,119,,0.0,0,,RPQNMLMJLHLGFAM38CC,整棟(戶)出租,無,1150310~1160309,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
南投市,租賃房屋,南投縣南投市中興路４５６號１３樓之２,23.19,住,,,1150223,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821110,125.09,2,2,2,有,有,有,15000,120,,0.0,0,,RPRNMLMJLHLGFAM48CC,整棟(戶)出租,有,1150305~1160304,有,冷氣、熱水器、洗衣機、電視機、冰箱,
埔里鎮,租賃房屋,南投縣埔里鎮信義路３３５巷７號七樓,0.0,,,,1150225,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0931005,130.38,3,2,2,有,有,有,13000,100,,0.0,0,每月管理費2000元由承租人負擔，未計入租金。,RPPNMLMJLHLGFCM48CC,整棟(戶)出租,有,1150310~1160309,有,熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
南投市,租賃房屋,南投縣南投市南新路３５０巷２號,0.0,,,,1150302,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0790409,26.4,1,0,1,有,無,有,10000,379,,0.0,0,,RPQNMLNJLHLGFAM48CC,獨立套房,無,1150302~1150831,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣、網路,一般轉租
草屯鎮,租賃房屋,南投縣草屯鎮富中路７３號二樓,0.0,,,,1150211,土地0建物0車位0,二層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1040825,40.64,4,0,4,有,有,有,6200,153,,0.0,0,續租案件；,RPPNMLNJLHLGFBM48CC,分租套房,有,1150228~1160227,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
草屯鎮,租賃房屋,南投縣草屯鎮富中路６９號七樓,0.0,,,,1150212,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1040825,37.620000000000005,4,0,4,有,有,有,9500,253,,0.0,0,續租案件；,RPQNMLNJLHLGFBM58CC,分租套房,有,1150215~1160214,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
草屯鎮,租賃房屋,南投縣草屯鎮富中路７３號７樓,0.0,,,,1150212,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1040825,40.64,4,0,4,有,有,有,6500,160,,0.0,0,,RPUNMLNJLHLGFBM98CC,分租套房,有,1150212~1160311,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
