鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
屏東市,租賃房屋,屏東縣屏東市中山路５６３號,0.0,,,,1150211,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0940705,180.25,3,2,2,有,無,有,18000,100,,0.0,0,,RPUNMLLKKHLGFAT76CC,整棟(戶)出租,無,1150211~1160210,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
屏東市,租賃房屋,屏東縣屏東市民和二路４８-１號７樓,0.0,,,,1150212,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0960530,23.67,1,0,1,有,有,有,5000,211,,0.0,0,含增建或未登記建物；續租案件；,RPPNMLMKKHLGFAT98CC,獨立套房,有,1150212~1160211,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
屏東市,租賃房屋,屏東縣屏東市建和街３９號,0.0,,,,1150211,土地0建物1車位0,見其他登記事項,1,工廠,工場﹝廠﹞,鋼骨造,1130503,185.81,0,0,0,無,無,無,42000,,,0.0,0,,RPQNMLMKKHLGFAT09CC,,無,1150310~1200309,無,,
內埔鄉,租賃房屋,屏東縣內埔鄉學人路５４７號２樓,0.0,,,,1150211,土地0建物1車位0,全,5,透天厝,騎樓、停車空間、樓梯間、門廳及車道、集合住宅,鋼筋混凝土構造,0840119,52.3,1,1,1,有,無,有,5800,111,,0.0,0,,RPRNMLMKKHLGFCT76CC,獨立套房,無,1150222~1160221,無,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
內埔鄉,租賃房屋,屏東縣內埔鄉學人路５４９號５樓,0.0,,,,1150211,土地0建物1車位0,全,5,透天厝,騎樓、停車空間、樓梯間、門廳及車道、集合住宅,鋼筋混凝土構造,0840119,37.5,1,1,1,有,無,有,5800,155,,0.0,0,,RPSNMLMKKHLGFCT86CC,獨立套房,無,1150215~1160214,無,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
屏東市,租賃房屋,屏東縣屏東市廣東路９９０號五樓之六,0.0,,,,1150211,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821204,39.75,1,0,1,有,有,有,6500,164,,0.0,0,,RPSNMLNKKHLGFAT76CC,獨立套房,有,1150225~1160224,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
屏東市,租賃房屋,屏東縣屏東市公勤街１００巷１７號,0.0,,,,1150211,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,,122.34,4,2,2,有,無,無,17500,143,,0.0,0,,RPUNMLNKKHLGFAT96CC,整棟(戶)出租,無,1150215~1160214,無,熱水器,社會住宅代管
屏東市,租賃房屋,屏東縣屏東市廣東路１５７巷１６之２號,0.0,,,,1150213,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720527,100.37,3,2,3,有,無,無,20000,199,,0.0,0,,RPWNMLNKKHLGFAT17CC,整棟(戶)出租,無,1150225~1160224,無,冷氣、熱水器、洗衣機、電視機、冰箱,
潮州鎮,租賃房屋+車位,屏東縣潮州鎮朝昇東路１３１號八樓之三,0.0,,,,1150212,土地0建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830812,128.02,2,2,1,有,有,有,15000,117,坡道平面,0.0,0,租金總額含管理費；,RPSNMLNKKHLGFCT96CC,整棟(戶)出租,有,1150215~1160214,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
