鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
暖暖區,房地(土地+建物)+車位,基隆市暖暖區國安路,8.75,住,,,1150326,土地2建物1車位1,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.36,3,2,2,有,無,18150000,163116,坡道平面,14.19,2300000,交易總價含下列非屬預售屋價格之費用:裝潢費；,RPPNMLQLLHLGFDC08CB,美麗上城,B棟05號,
安樂區,房地(土地+建物)+車位,基隆市安樂區武嶺街,23.28,住,,,1150323,土地17建物1車位1,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.18,2,1,2,有,無,14450000,131183,坡道平面,23.75,1800000,,RPPNMLSLLHLGFDC28CB,白天鵝安幔,B棟B05-01F號,
安樂區,房地(土地+建物)+車位,基隆市安樂區武嶺街,19.86,住,,,1150321,土地17建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.83,2,1,1,有,無,11920000,123294,坡道平面,23.75,1800000,,RPQNMLSLLHLGFDC38CB,白天鵝安幔,A棟A07-07F號,
安樂區,房地(土地+建物)+車位,基隆市安樂區武嶺街,24.42,住,,,1150311,土地17建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.72,3,1,2,有,無,14000000,120828,坡道平面,23.75,1800000,,RPRNMLSLLHLGFDC48CB,白天鵝安幔,A棟A02-02F號,
安樂區,房地(土地+建物)+車位,基隆市安樂區武嶺街,19.86,住,,,1150313,土地17建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.83,2,1,1,有,無,12220000,125731,坡道平面,23.75,1900000,,RPSNMLSLLHLGFDC58CB,白天鵝安幔,B棟B07-09F號,
七堵區,房地(土地+建物)+車位,基隆市七堵區福一街143號之旁,20.78,住,,,1150320,土地2建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.02,2,2,2,有,無,19800000,190160,坡道平面,26.57,2600000,,RPPNMLLMLHLGFDC67CB,萬隆青和,A3棟6F號,
安樂區,房地(土地+建物)+車位,基隆市安樂區武嶺街,24.42,住,,,1150325,土地17建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.91,2,1,2,有,無,14800000,128015,坡道平面,23.75,1850000,,RPPNMLLKMHLGFDC57CB,白天鵝安幔,B棟B02-13F號,
安樂區,房地(土地+建物)+車位,基隆市安樂區武嶺街,19.86,住,,,1150408,土地17建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.83,2,1,1,有,無,11950000,123660,坡道平面,23.75,1800000,,RPQNMLLKMHLGFDC67CB,白天鵝安幔,B棟B07-08F號,
暖暖區,房地(土地+建物)+車位,基隆市暖暖區國安路,7.33,住,,,1150420,土地2建物1車位1,十七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.64,2,2,1,有,無,16050000,160221,坡道平面,14.19,3000000,交易總價含下列非屬預售屋價格之費用:裝潢費；,RPPNMLKLMHLGFDC57CB,美麗上城,C棟09號,
