鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
花蓮市,租賃房屋,花蓮縣花蓮市德安二街６８巷５８號七樓,0.0,,,,1150212,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841104,84.71,2,2,2,有,有,有,15000,177,,0.0,0,,RPRNMLNLKHLGFAU86CC,整棟(戶)出租,有,1150301~1170228,有,冷氣、熱水器、洗衣機、電視機、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市富祥街１３７號,0.0,,,,1150215,土地0建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841017,29.0,1,1,1,有,有,無,11000,379,,0.0,0,出租人負擔管理費1000元/月，實際月租金=12000-1000=11000元。,RPSNMLNLKHLGFAU96CC,,無,1150301~1160228,有,,
吉安鄉,租賃房屋+車位,花蓮縣吉安鄉南昌北路７６號三樓之５,0.0,,,,1150223,土地0建物1車位1,三層,9,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1090828,143.04,3,2,3,有,有,有,17700,124,升降機械,6.07,0,出租人負擔管理費1800元/月及車位管理費500元/月，故實際租金=20000-1800-500=17700元/月。,RPUNMLNLKHLGFAU17CC,整棟(戶)出租,有,1150301~1170228,有,冷氣、熱水器、洗衣機、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市中正路１１９巷６號,0.0,,,,1150215,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0750307,131.98,5,3,2,有,無,有,23000,174,,0.0,0,,RPQNMLOLKHLGFAU86CC,整棟(戶)出租,無,1150215~1160214,無,冷氣、熱水器、洗衣機,一般代管
吉安鄉,租賃房屋,花蓮縣吉安鄉明仁二街２３４巷１號,0.0,,,,1150220,土地0建物0車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,,12.56,10,1,10,有,無,有,5000,398,,0.0,0,,RPRNMLOLKHLGFAU96CC,分租套房,無,1150220~1160219,無,冷氣、熱水器、電視機、冰箱,一般代管
吉安鄉,租賃房屋,花蓮縣吉安鄉莊敬路５號４樓,0.0,,,,1150211,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720910,97.72,3,2,2,有,有,有,12500,128,,0.0,0,,RPPNMLOLKHLGFAU86DC,整棟(戶)出租,無,1150213~1160212,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
花蓮市,租賃房屋,花蓮縣花蓮市博愛街１１７號,0.0,,,,1150213,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0680611,36.0,3,1,4,有,無,有,9000,250,,0.0,0,,RPPNMLPLKHLGFAU86CC,分租套房,無,1150226~1160225,無,冷氣、熱水器、電視機、冰箱,一般代管
花蓮市,租賃房屋,花蓮縣花蓮市國民七街５３號五樓之二十二,0.0,,,,1150223,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,33.88,1,0,1,有,有,有,5000,148,,0.0,0,,RPPNMLQLKHLGFAU96CC,獨立套房,有,1150312~1160311,有,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
花蓮市,租賃房屋,花蓮縣花蓮市介義街１號,0.0,,,,1150225,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0911023,219.94,4,1,5,有,無,有,19800,90,,0.0,0,,RPQNMLQLKHLGFAU07CC,整棟(戶)出租,無,1150301~1180228,無,冷氣、熱水器,社會住宅包租轉租
