鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
台東市,土地,南王段307-2地號,102.89,住,,,1150602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4100000,39848,,0.0,0,,RPPNMLRJOHLGFAV27DA,0.0,0.0,0.0,無,
台東市,房地(土地+建物),臺東縣台東市博物館路２７號五樓之二,62.82,住,,,1150601,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,ＲＣ造,1090303,103.95,3,1,2,有,有,6000000,57720,,0.0,0,,RPPNMLSJOHLGFAV47EA,80.47,7.93,0.0,有,
關山鎮,房地(土地+建物),臺東縣關山鎮民生路３６號,77.59,商,,,1150504,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700318,103.39,4,1,2,有,無,4000000,38688,,0.0,0,,RPPNMLOJNHLGFCV07DA,103.39,0.0,0.0,無,
台東市,土地,台東段12-31地號,101.0,住,,,1150507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1900000,18812,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLQJNHLGFAV47DA,0.0,0.0,0.0,無,001
台東市,土地,台東段12-31地號,101.0,住,,,1150507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1900000,18812,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQJNHLGFAV57DA,0.0,0.0,0.0,無,001
台東市,房地(土地+建物),臺東縣台東市五權街４６號,11.92,都市：其他:住宅區,,,1150506,土地2建物1車位0,全,一層,透天厝,住家用,加強磚造,0710204,20.9,3,2,2,有,無,1100000,52632,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPSNMLLKNHLGFAV96DA,17.91,0.0,0.0,無,003
台東市,房地(土地+建物),臺東縣台東市正氣路４０１之２號,21.55,住,,,1150507,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701021,122.72,3,2,2,有,有,5770000,47018,,0.0,0,,RPPNMLOKNHLGFAV96DA,83.16,0.0,8.37,有,
太麻里鄉,房地(土地+建物),臺東縣太麻里鄉龍泉路５３巷５號八樓之４２,10.39,商,,,1150505,土地2建物1車位0,八層,八層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0840714,37.81,1,1,1,有,有,950000,25126,,0.0,0,,RPQNMLOKNHLGFDV37DA,27.07,3.8,0.0,有,004
台東市,房地(土地+建物),臺東縣台東市五權街４６號,11.92,都市：其他:住宅區,,,1150506,土地2建物1車位0,全,一層,透天厝,住家用,加強磚造,0710204,20.9,3,2,2,有,無,1100000,52632,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPTNMLLKNHLGFAV07DA,17.91,0.0,0.0,無,003
台東市,房地(土地+建物),臺東縣台東市中興路二段４５０巷２８弄７２號五樓,11.5,住,,,1150511,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850628,74.52,2,1,1,有,有,3700000,49651,,0.0,0,,RPUNMLLKNHLGFAV17DA,50.23,0.0,6.23,有,
東河鄉,土地,藍寶段48-1地號,629.87,,風景區,農牧用地,1150508,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,476,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSKNHLGFBV67EA,0.0,0.0,0.0,無,
海端鄉,土地,新崁頂段566地號,2526.02,,山坡地保育區,農牧用地,1150511,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,396,,0.0,0,交易金額由權利義務人提供，未訂立私契。未登記建物；,RPQNMLPKNHLGFCV47EA,0.0,0.0,0.0,無,
