鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷,4.53,商,,,1150211,土地40建物1車位0,十層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.36,2,2,2,有,無,32050000,403856,,0.0,0,,RPXNMLNKKHLGFCA08CB,中山麗池,S棟S-10F號,
南港區,房地(土地+建物)+車位,臺北市南港區三重里三重路39號,19.52,住,,,1150212,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,173.85,3,1,2,有,無,65800000,446184,坡道平面,35.23,3950000,,RPPNMLNKKHLGFDA37CB,衡?,A5號,
大安區,房地(土地+建物),臺北市大安區羅斯福路三段165號,1.69,商,,,1150213,土地1建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,64.17,2,1,1,有,無,17692215,275709,,0.0,0,合建案建商與地主間之交易；,RPPNMLNKKHLGFFA57CB,大安MONEY 璞寓,7F-C號,
北投區,房地(土地+建物)+車位,臺北市北投區八仙里大業路,60.55,工,,,1150211,土地1建物1車位3,十九層,27,廠辦,見其他登記事項,見其他登記事項,,642.44,0,0,0,無,無,146880000,239608,坡道平面,54.48,6000000,露臺:0.84平方公尺,RPRNMLOKKHLGFEA77CB,IBC環球企業總部,A1-19F號,
北投區,房地(土地+建物)+車位,臺北市北投區中心里中山路1之2號,9.91,商,,,1150211,土地1建物1車位1,五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.82,3,2,2,有,無,31710000,242669,其他,24.39,2000000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLKHLGFEA27CB,千百度,A-5F號,
萬華區,房地(土地+建物)+車位,臺北市萬華區內江街82號,7.19,商,,,1150211,土地7建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.23,2,2,2,有,無,30780000,352361,升降機械,39.12,2200000,,RPSNMLMLKHLGFBA47CB,西門翫,A2棟12號,
萬華區,房地(土地+建物),臺北市萬華區中華路一段,3.99,商,,,1150213,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,50.69,1,1,1,有,無,21310000,420399,,0.0,0,,RPPNMLNLKHLGFBA27CB,ASTER ONE,A7-04F號,
萬華區,房地(土地+建物),臺北市萬華區內江街82號,4.15,商,,,1150213,土地7建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,46.82,1,1,1,有,無,15780000,337035,,0.0,0,,RPUNMLNLKHLGFBA77CB,西門翫,B1棟4號,
大同區,房地(土地+建物)+車位,臺北市大同區華亭街17號,9.5,商,,,1150213,土地15建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,129.41,3,2,2,有,無,42100000,360369,坡道平面,23.13,3800000,,RPVNMLNLKHLGFBA87CB,光合織森,A棟A6號,
大同區,房地(土地+建物)+車位,臺北市大同區華亭街17號,8.05,商,,,1150213,土地15建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,113.05,3,2,2,有,無,36330000,363434,坡道平面,23.13,3650000,,RPXNMLNLKHLGFBA08CB,光合織森,A棟A7號,
中山區,房地(土地+建物)+車位,臺北市中山區朱崙街,16.06,住,,,1150212,土地2建物1車位1,九層,20,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,150.53,3,2,2,有,無,62680000,501186,坡道平面,32.45,3500000,,RPPNMLNLKHLGFCA37CB,達欣文和苑,A06-09F號,
北投區,房地(土地+建物),臺北市北投區福真路,33.36,住,,,1150214,土地1建物1車位0,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,187.07,4,2,2,有,無,80790000,431870,,0.0,0,,RPVNMLNLKHLGFEA18CB,遠雄泱玥,A05棟F17號,
北投區,房地(土地+建物)+車位,臺北市北投區福真路,21.76,住,,,1150214,土地1建物1車位2,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,174.15,3,2,2,有,無,60680000,442397,坡道平面,52.02,6650000,,RPWNMLNLKHLGFEA28CB,遠雄泱玥,A03棟F17號,
士林區,房地(土地+建物)+車位,臺北市士林區福林路,19.24,住,,,1150223,土地2建物1車位1,十四層,17,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,165.39,3,2,2,有,無,49600000,367601,坡道平面,39.03,3150000,,RPXNMLNLKHLGFEA38CB,昇陽芙林,B3-14F號,
士林區,房地(土地+建物)+車位,臺北市士林區福林路,19.24,住,,,1150214,土地2建物1車位1,十五層,17,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,165.39,3,2,2,有,無,49800000,369183,坡道平面,39.03,3150000,,RPOOMLNLKHLGFEA57CB,昇陽芙林,B3-15F號,
文山區,房地(土地+建物)+車位,臺北市文山區忠順里忠順街二段,21.99,住,,,1150212,土地9建物1車位1,二十二層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,165.6,3,2,2,有,無,46180000,327891,坡道平面,34.52,3200000,,RPPNMLNLKHLGFAA27DB,國泰.悠然,A3-22F號,
文山區,房地(土地+建物)+車位,臺北市文山區忠順里忠順街二段,21.99,住,,,1150213,土地9建物1車位2,二十三層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,200.12,3,2,2,有,無,49290000,328731,坡道平面,69.04,6200000,,RPQNMLNLKHLGFAA37DB,國泰.悠然,A3-23F號,
文山區,房地(土地+建物)+車位,臺北市文山區忠順里忠順街二段,26.67,住,,,1150213,土地9建物1車位2,十八層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,228.18,4,2,2,有,無,56720000,318085,坡道平面,69.04,6100000,,RPRNMLNLKHLGFAA47DB,國泰.悠然,A5-18F號,
北投區,房地(土地+建物),臺北市北投區中心里中山路1之2號,9.91,商,,,1150223,土地1建物1車位0,四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,122.43,3,2,2,有,無,29600000,241771,,0.0,0,,RPRNMLOLKHLGFEA87CB,千百度,A-4F號,
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段30巷23號,10.83,住,,,1150212,土地22建物1車位1,八層,21,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,102.57,1,2,1,有,無,40880000,570321,坡道平面,38.08,4100000,,RPPNMLOLKHLGFFA77CB,富藝居,A3-8F號,
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段30巷23號,14.89,住,,,1150212,土地22建物1車位1,二十層,21,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,124.61,2,2,2,有,無,58680000,608676,坡道平面,34.94,4100000,,RPRNMLOLKHLGFFA97CB,富藝居,A2-20F號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里承德路六段,27.04,住,,,1150215,土地1建物1車位1,十七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,184.61,3,2,2,有,無,63470000,407044,坡道平面,36.69,3260000,,RPWNMLPLKHLGFEA48CB,齊興_緻,A03F17號,
北投區,房地(土地+建物)+車位,臺北市北投區建民里承德路六段,34.3,住,,,1150219,土地1建物1車位2,四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,260.95,3,2,3,有,無,74880000,364451,坡道平面,73.38,6520000,,RPXNMLPLKHLGFEA58CB,齊興_緻,A02F04號,
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段,13.18,住,,,1150214,土地2建物1車位1,十二層,34,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,104.19,2,2,2,有,無,28570000,314282,坡道平面,22.83,3000000,原113/9/10B07-12F於115/2/14加購車位,RPPNMLQLKHLGFAA47CB,元利四季莊園,B棟12F-B07號,
文山區,房地(土地+建物),臺北市文山區木柵路一段,17.76,住,,,1150212,土地2建物1車位0,二十四層,34,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,109.39,3,2,2,有,無,38210000,349301,,0.0,0,,RPQNMLQLKHLGFAA57CB,元利四季莊園,C棟24F-C02號,
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段,27.43,住,,,1150211,土地2建物1車位2,七層,34,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,218.69,3,2,2,有,無,57590000,305068,坡道平面,49.58,6000000,原113/8/20D08-07F於115/2/11加購車位,RPSNMLQLKHLGFAA77CB,元利四季莊園,D棟07F-D08號,
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段,27.27,住,,,1150213,土地2建物1車位1,二十層,33,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,192.78,3,2,2,有,無,57920000,325138,坡道平面,24.79,3300000,,RPWNMLQLKHLGFAA18CB,元利四季莊園,H棟20F-H03號,
萬華區,房地(土地+建物)+車位,臺北市萬華區和平西路三段45號,18.66,商,,,1150211,土地1建物1車位2,十七層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,240.4,3,2,2,有,無,56800000,343443,坡道平面,95.98,7200000,雨遮計坪不計價,RPSNMLQLKHLGFBA87CB,三輝序慕,B1-17F號,
大同區,房地(土地+建物),臺北市大同區重慶北路二段197之1號,4.37,商,,,1150211,土地3建物1車位0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,39.67,1,1,1,有,無,13500000,340308,,0.0,0,因系統關係，至土地持分會有四捨五入之狀況,RPUNMLQLKHLGFBA08CB,SOHO筑富,A棟8號,
萬華區,房地(土地+建物)+車位,臺北市萬華區峨眉街與康定路交叉口,6.41,商,,,1150211,土地4建物1車位2,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,182.46,3,1,2,有,無,36750000,302128,坡道平面,80.02,5800000,內含雨遮不計價此戶為露台戶,RPWNMLQLKHLGFBA28CB,長虹MVP,B9-13F號,
大同區,房地(土地+建物),臺北市大同區重慶北路二段197之1號,4.37,商,,,1150225,土地3建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,39.67,1,1,1,有,無,13300000,335266,,0.0,0,因系統關係，至土地持分會有四捨五入之狀況,RPXNMLQLKHLGFBA38CB,SOHO筑富,A棟10號,
大同區,房地(土地+建物),臺北市大同區重慶北路二段197之1號,4.37,商,,,1150213,土地3建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,39.67,1,1,1,有,無,13300000,335266,,0.0,0,因系統關係，至土地持分會有四捨五入之狀況,RPOOMLQLKHLGFBA57CB,SOHO筑富,A棟11號,
