鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
林口區,房地(土地+建物)+車位,新北市林口區民族路,24.42,住,,,1150211,土地2建物1車位1,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.64,2,2,1,有,無,20180000,213060,坡道平面,24.72,2300000,,RPQNMLMKKHLGFBF67CB,聿翔沐風,C棟1號,
林口區,房地(土地+建物),新北市林口區民族路,22.71,住,,,1150212,土地2建物1車位0,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,77.97,2,2,1,有,無,13090000,167885,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLMKKHLGFBF87CB,聿翔沐風,C棟1號,
林口區,房地(土地+建物)+車位,新北市林口區民族路,33.88,住,,,1150212,土地2建物1車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.98,3,2,2,有,無,20370000,156180,坡道平面,26.64,2200000,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLMKKHLGFBF97CB,聿翔沐風,A棟1號,
林口區,房地(土地+建物)+車位,新北市林口區民族路,22.71,住,,,1150212,土地2建物1車位1,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,104.61,2,2,1,有,無,15060000,164935,坡道平面,26.64,2200000,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLMKKHLGFBF08CB,聿翔沐風,C棟1號,
林口區,房地(土地+建物)+車位,新北市林口區民族路,23.29,住,,,1150212,土地2建物1車位1,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,106.61,2,2,1,有,無,15100000,161310,坡道平面,26.64,2200000,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLMKKHLGFBF18CB,聿翔沐風,C棟2號,
板橋區,房地(土地+建物)+車位,新北市板橋區香社一路與香社二路與藝文街口,14.31,住,,,1150213,土地8建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.0,3,2,2,有,無,23300000,221117,坡道平面,18.48,2400000,交易總價含下列非屬預售屋價格之費用:傢俱設備費；,RPTNMLNKKHLGFAF97CB,日安PARK,D6棟12號,
新莊區,房地(土地+建物)+車位,新北市新莊區新知一路,73.68,工,,,1150212,土地1建物1車位2,十二層,16,廠辦,見其他登記事項,鋼筋混凝土造,,400.5,0,0,0,無,無,59100000,163308,坡道平面,68.0,4800000,,RPPNMLNKKHLGFBF67CB,德林天行T1,A棟2號,
新莊區,房地(土地+建物)+車位,新北市新莊區新知一路,141.54,工,,,1150212,土地1建物1車位4,十二層,16,廠辦,見其他登記事項,鋼筋混凝土造,,775.17,0,0,0,無,無,112100000,160364,坡道平面,136.0,9600000,,RPQNMLNKKHLGFBF77CB,德林天行T1,A棟1號,
新店區,房地(土地+建物)+車位,新北市新店區明德路,12.91,住,,,1150211,土地14建物1車位1,二十二層,22,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,138.79,3,2,2,有,無,36760000,303079,坡道平面,27.73,3100000,,RPRNMLNKKHLGFCF97CB,友座明明德,A7號,
樹林區,房地(土地+建物),新北市樹林區柑園街一段77號邊工地,25.07,,一般農業區,甲種建築用地,1150212,土地2建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,75.33,2,2,1,有,無,9406000,124864,,0.0,0,,RPPNMLNKKHLGFIF38CB,荷蘊煦,A2棟2號,
新店區,房地(土地+建物)+車位,新北市新店區百忍街,10.06,住,,,1150213,土地4建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.31,2,1,2,有,無,17800000,224273,其他,21.86,2000000,,RPQNMLOKKHLGFCF97CB,協富青睞,2F-A1號,
新店區,房地(土地+建物)+車位,新北市新店區明德路,16.35,住,,,1150212,土地14建物1車位1,二十一層,22,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,168.43,4,2,2,有,無,45760000,301777,坡道平面,27.73,3300000,,RPRNMLOKKHLGFCF08CB,友座明明德,A6號,
新店區,房地(土地+建物)+車位,新北市新店區明德路,12.91,住,,,1150212,土地14建物1車位1,二十一層,22,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,136.71,3,2,2,有,無,36180000,301459,坡道平面,25.65,2700000,,RPSNMLOKKHLGFCF18CB,友座明明德,A7號,
三重區,房地(土地+建物),新北市三重區成功二街,11.9,住,,,1150213,土地5建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,60.86,2,1,1,有,無,15360000,252383,,0.0,0,,RPRNMLLLKHLGFGF28CB,統元極美,A棟A6-9F號,
新莊區,房地(土地+建物)+車位,新北市新莊區五工二路86巷36號,15.84,,工業區,丁種建築用地,1150215,土地1建物1車位1,四層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,86.42,2,1,2,有,無,14600000,171112,坡道機械,6.94,1000000,,RPPNMLMLKHLGFBF67CB,昀集富昱,G-4F號,
