鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
新城鄉,房地(土地+建物),花蓮縣新城鄉新興三街及新興一路,21.91,住,,,1150213,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,58.27,1,2,2,有,無,4160000,71392,,0.0,0,,RPPNMLMJLHLGFAU98CB,太魯閣讚3.0,3F棟E2號,
花蓮市,房地(土地+建物),花蓮縣花蓮市新港街,8.32,商,,,1150226,土地2建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,67.9,2,1,1,有,無,6675000,98306,,0.0,0,,RPPNMLOJLHLGFAU56CB,鑫晶鑽,1A棟2FA3號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中正路二段300巷,23.7,,特定農業區,甲種建築用地,1150321,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,75.82,2,2,2,有,無,6631000,87457,,0.0,0,,RPPNMLNLLHLGFAU66CB,沐晨,1棟5-A號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉文化十一街,32.17,住,,,1150305,土地2建物1車位1,七層,8,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,145.4,2,2,2,有,無,10100000,80416,一樓平面,39.7,1600000,,RPQNMLNLLHLGFAU76CB,吉美登峰2,1棟B1號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中山路三段與慶豐十街交接口,6.58,商,,,1150331,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,29.7,1,0,1,有,無,3000000,101010,,0.0,0,,RPPNMLLJMHLGFAU98CB,覓靜,1棟4A2號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,15.72,商,,,1150312,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.91,4,2,2,有,無,13740000,87365,坡道平面,31.67,1750000,,RPPNMLKKMHLGFAU98CB,超綻,C棟1-05F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市北昌三街18巷11弄3號,13.84,住,,,1150401,土地3建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.73,1,1,1,有,無,4800000,94968,升降機械,10.19,950000,,RPQNMLOKMHLGFAU86CB,北昌學府,1棟棟3樓E號,
花蓮市,房地(土地+建物),花蓮縣花蓮市莊敬路,15.87,住,,,1150321,土地4建物1車位0,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,84.3,2,2,2,有,無,9350000,110913,,0.0,0,,RPPNMLPKMHLGFAU96DB,NOVA諾瓦,7樓D號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里二街與東里三街,29.09,住,,,1150410,土地2建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,104.25,2,2,2,有,無,7900000,74033,一樓平面,13.75,1200000,,RPQNMLQKMHLGFAU07CB,卓越,1棟5B號,
花蓮市,房地(土地+建物),花蓮縣花蓮市莊敬路,15.21,住,,,1150331,土地4建物1車位0,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,82.64,2,2,2,有,無,8800000,106486,,0.0,0,,RPPNMLRKMHLGFAU07CB,NOVA諾瓦,7樓B號,
