鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
五股區,房地(土地+建物)+車位,新北市五股區新五路三段３０２號,476.33,商,,,1150601,土地1建物1車位36,一層，二層，三層,十九層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,1100209,4050.96,0,0,0,無,有,401880000,99206,坡道平面,1290.6,0,親友、員工、共有人或其他特殊關係間之交易；含租約；,RPTNMLLKOHLGFBF28DA,1900.27,0.0,164.84,有,
林口區,房地(土地+建物)+車位,新北市林口區中山路５６９號九樓,20.38,住,,,1150605,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950705,151.18,3,1,2,有,有,17000000,112449,坡道平面,34.54,0,,RPSQMLQKOHLGFBF98DA,74.38,1.93,12.09,有,
新店區,車位,新北市新店區安興路５－２１（單）地下四．五層,1.78,住,,,1150604,土地1建物1車位1,地下四層，地下五層,二十一層,其他,見使用執照,鋼筋混凝土造,0840513,22.81,0,0,0,無,有,1750000,,坡道平面,22.81,1750000,僅車位交易；,RPRNMLPKOHLGFCF58DA,0.0,0.0,0.0,有,0001
汐止區,車位,新北市汐止區大同路二段２６５號１４樓之５等公共設施,0.0,住,,,1150615,土地1建物1車位1,十四層,二十四層,其他,住家用,鋼筋混凝土造,0840126,2.73,0,0,0,無,有,380000,,坡道平面,2.72,380000,機車位僅車位交易；,RPPNMLRKOHLGFDF68DA,0.0,0.0,0.0,有,0002
蘆洲區,車位,新北市蘆洲區長安街２９０號等公共設施,5.01,住,,,1150602,土地1建物1車位3,,,其他,,,,82.25,0,0,0,無,有,2700000,,坡道機械,0.0,2700000,土地價款170萬/建物價款100萬僅車位交易；,RPSOMLQKOHLGFGF66DA,0.0,0.0,0.0,有,0003
三重區,土地,永德段919地號,98.87,都市：其他:綠地,,,1150610,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,15005055,151766,,0.0,0,包含公共設施保留地用地；,RPRNMLSKOHLGFGF66DA,0.0,0.0,0.0,無,
板橋區,房地(土地+建物),新北市板橋區懷德街６９號二樓,15.64,住,,,1150602,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761102,51.16,3,1,1,有,無,4500000,87959,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLRLNHLGFAF78EA,49.48,0.0,1.68,無,0004
新莊區,房地(土地+建物)+車位,新北市新莊區中央路７２８號五樓,2.0,商,,,1150604,土地1建物1車位1,五層,二十七層,住宅大樓(11層含以上有電梯),辦公用,鋼骨鋼筋混凝土造,1070524,22.61,1,2,1,有,有,3500000,154799,坡道平面,7.53,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLQKOHLGFBF68EA,8.16,0.53,0.98,有,0005
新店區,房地(土地+建物),新北市新店區建國路３１號,5.28,住,,,1150604,土地1建物1車位0,一層，二層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640502,14.15,1,2,1,有,無,4750000,335689,,0.0,0,,RPQNMLPKOHLGFCF58EA,14.15,0.0,0.0,無,
板橋區,房地(土地+建物),新北市板橋區大觀路二段１９巷３５號,44.01,住,,,1150602,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,,114.33,5,1,3,有,無,4560000,39885,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLQKOHLGFAF09DA,114.33,0.0,0.0,無,
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路５２９號十五樓,10.95,商,,,1150605,土地1建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1110810,132.41,3,2,1,有,有,22800000,217554,坡道平面,38.64,2400000,,RPXSMLRKOHLGFAF07DA,55.5,0.0,3.88,有,0006
板橋區,土地,府中段1513地號,2.6,都市：其他:道路用地,,,1150610,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1341180,515838,,0.0,0,包含公共設施保留地用地；,RPSONLRKOHLGFAF88DA,0.0,0.0,0.0,無,0007
五股區,房地(土地+建物)+車位,新北市五股區成洲六路２５號十樓,14.68,住,,,1150603,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141218,99.77,3,2,1,有,有,13000000,138240,坡道平面,24.9,2650000,親友、員工、共有人或其他特殊關係間之交易；,RPROMLTJOHLGFBF88DA,43.56,0.0,5.48,有,
新店區,房地(土地+建物)+車位,新北市新店區寶橋路７８巷８２號四樓,14.06,住,,,1150601,土地1建物1車位1,四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,174.24,3,2,2,有,有,30100000,190096,坡道平面,26.42,2000000,,RPPNMLPKOHLGFCF38DA,87.15,7.83,10.41,有,0008
淡水區,房地(土地+建物),新北市淡水區沙崙路二段８３３號十六樓,9.91,商,,,1150602,土地1建物1車位0,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120727,80.09,2,2,1,有,有,8500000,106131,,0.0,0,,RPPOMLSKOHLGFEF98DA,47.62,0.0,5.26,有,0009
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區水湳街４７號五樓,26.23,住,,,1150601,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880313,197.43,3,2,2,有,有,9000000,45586,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRKOHLGFGF09DA,112.11,0.0,16.69,有,
樹林區,房地(土地+建物),新北市樹林區保安街二段４５巷４２弄１０號三樓,45.0,都市：其他:保護區,,,1150602,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,83.96,2,2,1,有,無,6000000,71463,,0.0,0,陽台外推；,RPTNMLPJOHLGFIF66DA,75.96,0.0,8.0,無,
鶯歌區,土地,尖山腳段742地號,76.41,都市：其他:道路用地,,,1150612,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5309311,69485,,0.0,0,包含公共設施保留地用地；,RPPNMLSKOHLGFIF66DA,0.0,0.0,0.0,無,0010
蘆洲區,房地(土地+建物),新北市蘆洲區長安街２７０號五樓,16.12,住,,,1150609,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840413,110.72999999999999,4,1,2,有,有,13200000,119209,,0.0,0,,RPOOMLRKOHLGFGF09EA,82.13,2.51,9.77,有,0011
中和區,房地(土地+建物),新北市中和區中山路二段１４３號八樓,14.54,商,,,1150609,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811019,156.95999999999998,4,2,2,有,有,23750000,151312,,0.0,0,,RPQOMLRKOHLGFHF76EA,129.62,0.53,19.8,有,
中和區,土地,員山段301地號,54.8,住,,,1150601,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5870838,107132,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLSKOHLGFHF96EA,0.0,0.0,0.0,無,0012
永和區,房地(土地+建物)+車位,新北市永和區竹林路２１號八樓之三,3.16,商,,,1150611,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0881122,28.95,3,1,2,有,有,1200000,41451,升降機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLMLOHLGFHF76EA,16.58,0.0,3.13,有,
板橋區,建物,新北市板橋區環河西路四段１７６９號十七樓,0.0,,,,1150602,土地0建物1車位2,十七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1130207,258.13,3,2,2,有,有,26000000,112342,坡道平面,62.3,4000000,建物坐落地號：江翠段51地號；親友、員工、共有人或其他特殊關係間之交易；,RPTPMLRLNHLGFAF98DA,111.79,5.47,14.96,有,
板橋區,建物,新北市板橋區環河西路四段１７６７號十七樓,0.0,,,,1150602,土地0建物1車位2,十七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1130207,258.13,3,2,2,有,有,26000000,112342,坡道平面,62.3,4000000,建物坐落地號：江翠段51地號；親友、員工、共有人或其他特殊關係間之交易；,RPTNMLLJOHLGFAF08DA,111.79,5.47,14.96,有,
五股區,房地(土地+建物)+車位,新北市五股區成洲六路２３號十樓,14.68,住,,,1150603,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141218,99.75,3,2,1,有,有,13000000,138277,坡道平面,24.9,2650000,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLTJOHLGFBF56DA,43.55,0.0,5.48,有,
新莊區,房地(土地+建物),新北市新莊區民安西路３２７巷１弄４號,13.57,住,,,1150608,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710818,56.41,1,1,1,有,無,7050000,124978,,0.0,0,其他增建；,RPQPMLKKOHLGFBF08DA,45.8,10.61,0.0,無,0013
林口區,土地,瑞平段1182地號,59.51,都市：其他:保護區,,,1150611,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,360000,6049,,0.0,0,,RPTPMLSKOHLGFBF56DA,0.0,0.0,0.0,無,
新莊區,土地,福泰段57地號,85.82,住,,,1150602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21000000,244698,,0.0,0,,RPPNMLMLOHLGFBF08DA,0.0,0.0,0.0,無,
新莊區,房地(土地+建物)+車位,新北市新莊區新樹路４４０之１號十樓,15.73,住,,,1150611,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990317,138.97,4,2,2,有,有,22000000,158308,坡道平面,0.0,0,本案標的跨樹林區圳福段656地號，總價報在新莊區。,RPXPMLMLOHLGFBF09DA,106.04,0.0,13.32,有,
新店區,房地(土地+建物)+車位,新北市新店區央北二路３８９號十三樓,21.41,住,,,1150601,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1130904,133.79,2,2,2,有,有,32880000,271843,坡道平面,22.77,2700000,,RPQOMLSJOHLGFCF78DA,67.24,0.0,6.06,有,
烏來區,土地,福山段119地號,440.0,都市：其他:保安保護區,,,1150611,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30000,68,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；農作物；,RPUNMLLKOHLGFCF48DA,0.0,0.0,0.0,無,
