鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
北屯區,租賃房屋,臺中市北屯區新興路１８巷１號,0.0,,,,1150521,土地0建物0車位0,全,5,透天厝,室內停車空間、住宅、樓梯間,鋼筋混凝土造,1130712,17.85,27,26,26,有,無,有,14000,784,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPOPMLLLNHLGFBB67CC,分租套房,無,1150615~1160614,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
北屯區,租賃房屋,臺中市北屯區新興路１８巷１號,0.0,,,,1150521,土地0建物0車位0,全,5,透天厝,室內停車空間、住宅、樓梯間,鋼筋混凝土造,1130712,17.52,27,26,26,有,無,有,14500,828,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPXPMLLLNHLGFBB58CC,分租套房,無,1150525~1160524,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
西屯區,租賃房屋,臺中市西屯區文心路二段５６６之５號十八樓之５,0.0,,,,1150521,土地0建物1車位0,十八層,21,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0861121,154.27,3,2,2,有,有,無,18800,122,,0.0,0,社會住宅包租代管中央版5期379續租案件；,RPQOMLLLNHLGFCB87CC,整棟(戶)出租,有,1150612~1160611,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
西屯區,租賃房屋,臺中市西屯區福聯街１５巷９號八樓之５５,0.0,,,,1150521,土地0建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830908,21.61,1,1,1,有,有,有,5800,268,,0.0,0,,RPXPMLLLNHLGFCB68CC,獨立套房,有,1150521~1160520,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
梧棲區,租賃房屋+車位,臺中市梧棲區四維中路８之３號十四樓之５,0.0,,,,1150521,土地0建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1131228,120.05000000000001,2,2,2,有,有,有,13500,122,坡道機械,22.03,1500,多人共同承租2；,RPPOMLLLNHLGFFB08CC,整棟(戶)出租,有,1150521~1160520,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
霧峰區,租賃房屋,臺中市霧峰區樹仁五街１號,0.0,,,,1150521,土地0建物1車位0,全,3,透天厝,人行道　店舖　住宅　梯間,鋼筋混凝土造,0900725,178.79,4,2,3,有,無,有,25100,140,,0.0,0,,RPUNMLLLNHLGFIB78CC,整棟(戶)出租,無,1150601~1160531,無,冷氣、熱水器、瓦斯或天然氣、有線電視、網路,社會住宅代管
北區,租賃房屋,臺中市北區陜西路２９號２樓之７,0.0,,,,1150521,土地0建物1車位0,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000523,113.61,2,2,1,有,有,有,15000,132,,0.0,0,多人共同承租2；未租賃車位，建物登記含有車位面積；,RPWNMLMLNHLGFBB38CC,整棟(戶)出租,有,1150601~1160531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北屯區,租賃房屋+車位,臺中市北屯區熱河路三段１８７巷４樓之７,15.95,商,,,1150521,土地1建物1車位1,四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020207,180.98,3,2,2,有,有,有,31420,174,坡道平面,28.1,0,管理費3680/月清潔費400/月多人共同承租5；租金總額含管理費；其他清潔費；,RPXNMLMLNHLGFBB48CC,整棟(戶)出租,有,1150601~1160831,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視,
北區,租賃房屋,臺中市北區東光路３４２巷４號１１樓之１１,0.0,,,,1150521,土地0建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831214,66.69,2,2,1,有,有,有,15500,232,,0.0,0,續租案件；,RPOOMLMLNHLGFBB67CC,整棟(戶)出租,有,1150609~1160608,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
