鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
埔鹽鄉,房地(土地+建物),彰化縣埔鹽鄉大新路,92.63,,鄉村區,乙種建築用地,1150521,土地2建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,,107.85,3,2,3,有,無,8180000,75846,,0.0,0,,RPPNMLMLNHLGFHN76CB,惠萊享家3 & 惠星享家3,C棟8號,
北斗鎮,房地(土地+建物),彰化縣北斗鎮中興街,73.51,住,,,1150530,土地5建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,162.24,4,3,3,有,無,12680000,78156,,0.0,0,,RPPNMLMJOHLGFFN09CB,市政富苑,B棟11號,
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮湖西里田中路3-23號對面,32.5,住,,,1150529,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.8,2,2,2,有,無,6500000,80446,,0.0,0,,RPQNMLMJOHLGFHN76CB,富貴謙,B棟4號,
伸港鄉,房地(土地+建物)+車位,彰化縣伸港鄉福新段312地號,26.26,,一般農業區,甲種建築用地,1150531,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,102.0,3,1,2,有,無,6470000,64249,一樓平面,13.75,800000,,RPPNMLOJOHLGFBN88CB,道恩起家312,4棟A號,
溪州鄉,房地(土地+建物)+車位,彰化縣溪州鄉公正街與溪下路四段,26.98,住,,,1150529,土地1建物1車位1,六層,6,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,85.94,2,2,2,有,無,7780000,90528,一樓平面,0.0,0,,RPPNMLOJOHLGFFN66CB,興富川,C棟6號,
溪州鄉,房地(土地+建物),彰化縣溪州鄉溪下路四段,80.24,住,,,1150529,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,,189.81,4,3,4,有,無,13380000,70492,,0.0,0,,RPPNMLPJOHLGFFN86DB,國全湘鼎-璽悅之星3期,B棟3號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市進德路24號旁,20.23,住,,,1150528,土地12建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.61,3,2,2,有,無,14150000,126142,坡道平面,35.29,2000000,,RPPNMLSJOHLGFAN56CB,師大苑,A棟6號,
埔心鄉,房地(土地+建物),彰化縣埔心鄉大溪路二段,96.02,,鄉村區,乙種建築用地,1150528,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,142.15,4,2,3,有,無,11500000,80900,,0.0,0,,RPQNMLTJOHLGFHN47CB,頭等艙NO.25,A棟17號,
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮大溪路二段73巷,149.95,住,,,1150525,土地3建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,198.38,3,3,5,有,無,24000000,120980,,0.0,0,,RPQNMLKKOHLGFHN66CB,日初觀山,B1棟0號,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮復興南路268號旁,19.04,住,,,1150523,土地9建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,93.92,2,2,1,有,無,10350000,122215,坡道機械,15.37,750000,,RPPNMLOKOHLGFCN09CB,青成康堤,6F-E號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段,10.31,住,,,1150529,土地2建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.33,1,1,1,有,無,9980000,118153,坡道平面,28.69,1870000,,RPPNMLQKOHLGFAN09CB,櫻花中山之櫻,C5棟0號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市彰化縣彰化市三福街,19.4,住,,,1150528,土地2建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.57,2,2,2,有,無,15470000,139555,坡道平面,29.84,2250000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKOHLGFAN56DB,三福宅邸,C棟0號,
花壇鄉,房地(土地+建物),彰化縣花壇鄉中橋街與車路街交叉口,100.46,,鄉村區,乙種建築用地,1150522,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,190.28,4,3,6,有,無,18400000,96700,,0.0,0,,RPPNMLRKOHLGFAN56CB,格誠松花苑,B6號,
花壇鄉,房地(土地+建物),彰化縣花壇鄉中橋街與車路街交叉口,81.73,,特定農業區,甲種建築用地,1150523,土地3建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,164.55,4,2,4,有,無,14580000,88605,,0.0,0,,RPRNMLRKOHLGFAN76CB,格誠松花苑,D11號,
埔心鄉,房地(土地+建物),彰化縣埔心鄉東明路與明聖路口,103.92,,鄉村區,乙種建築用地,1150529,土地5建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,243.07,5,2,5,有,無,26150000,107582,,0.0,0,,RPPNMLRKOHLGFHN27CB,富和莊,A8棟0號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段/民族一街,15.89,商,,,1150527,土地7建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.3,3,2,2,有,無,12680000,109730,坡道機械,25.49,850000,,RPPNMLLLOHLGFAN68CB,合新中正一綻,A1棟02F號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段/民族一街,18.07,商,,,1150530,土地7建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.14,3,2,2,有,無,15800000,111147,坡道平面,30.98,2000000,,RPQNMLLLOHLGFAN78CB,合新中正一綻,C5棟03F號,
