鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮科學路,14.7,其他,,,1150523,土地1建物1車位1,四層,15,辦公商業大樓,商業用,鋼筋混凝土造,,129.54,2,2,2,有,無,10730000,86885,坡道平面,25.61,1700000,,RPQNMLPLNHLGFDK09CB,亮晶晶,B2棟4號,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮天文路,15.22,商,,,1150526,土地1建物1車位1,二十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.08,3,2,2,有,無,24870000,157151,坡道平面,28.76,2190000,光復段1432地號等19筆,RPPNMLTLNHLGFDK76CB,新業恆一,乙棟23F-H號,
後龍鎮,房地(土地+建物)+車位,苗栗縣後龍鎮光華路旁,26.42,住,,,1150530,土地2建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,109.1,3,2,2,有,無,9000000,82493,其他,22.23,0,,RPRNMLLJOHLGFDK68CB,宜宏家園NO.3,B2棟4F-B2號,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮科學路,17.32,其他,,,1150528,土地1建物1車位1,三層,15,辦公商業大樓,商業用,鋼筋混凝土造,,151.13,3,2,2,有,無,12460000,87113,坡道平面,28.76,1800000,,RPSNMLLJOHLGFDK78CB,亮晶晶,A3棟3號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市信六街與立德街102巷交叉口,18.87,住,,,1150527,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.34,2,2,1,有,無,11110000,109861,坡道平面,29.23,1540000,,RPQNMLLJOHLGFFK78CB,誠佳?學,A棟A1-4F號,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮高鐵六路與新港七路路口,88.68,住,,,1150527,土地2建物1車位0,全,2,店面(店鋪),住商用,鋼筋混凝土造,,168.99,2,2,2,有,無,20900000,123676,,0.0,0,,RPPNMLNJOHLGFDK68CB,高鐵富域五,B1棟B1號,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮高鐵六路與新港七路路口,131.51,住,,,1150527,土地2建物1車位0,全,5,店面(店鋪),住商用,鋼筋混凝土造,,254.63,6,3,6,有,無,31480000,123630,,0.0,0,,RPQNMLNJOHLGFDK78CB,高鐵富域五,B2棟B2號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市光華段1238地號,13.39,商,,,1150521,土地1建物1車位1,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.99,3,2,2,有,無,16920000,119981,坡道平面,24.97,1800000,,RPPNMLNJOHLGFFK88CB,富麗賀,A1棟8F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市光華段1238地號,11.08,商,,,1150522,土地1建物1車位1,九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.18,2,2,2,有,無,14250000,121390,坡道平面,24.97,1600000,,RPQNMLNJOHLGFFK98CB,富麗賀,B3棟9F號,
