鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
秀水鄉,土地,秀水段1648地號,376.02,都市：其他:貨物轉運中心區,,,1150601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,14218750,37814,,0.0,0,,RPUNMLSKOHLGFAN17DA,0.0,0.0,0.0,無,
秀水鄉,土地,秀水段107-1地號,325.0,農,,,1150601,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5407050,16637,,0.0,0,,RPVNMLSKOHLGFAN27DA,0.0,0.0,0.0,無,
伸港鄉,房地(土地+建物),彰化縣伸港鄉中山路９９６號六樓之３,23.8,,鄉村區,乙種建築用地,1150601,土地2建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1150105,86.50999999999999,2,2,2,有,有,6860000,79297,,0.0,0,,RPXNMLPKOHLGFBN27DA,51.05,0.0,8.68,有,
田中鎮,土地,中南段267地號,47.02,住,,,1150604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,31901,,0.0,0,,RPSNMLQKOHLGFEN17DA,0.0,0.0,0.0,無,
芳苑鄉,土地,裕津段753地號,83.0,,工業區,丁種建築用地,1150604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,21687,,0.0,0,,RPPNMLKKOHLGFGN09DA,0.0,0.0,0.0,無,
竹塘鄉,房地(土地+建物),彰化縣竹塘鄉洛陽路１１之２號,88.0,,鄉村區,乙種建築用地,1150604,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0850416,203.16,6,2,3,有,無,3500000,17228,,0.0,0,,RPRNMLMKOHLGFGN86DA,189.12,7.04,7.0,無,001
二林鎮,房地(土地+建物)+車位,彰化縣二林鎮安和街２２巷７號,85.56,住,,,1150608,土地1建物1車位1,全,五層,透天厝,住家用,鋼筋混凝土造,0821215,195.86,3,2,3,有,無,4560000,23282,一樓平面,0.0,0,,RPRNMLQKOHLGFGN27DA,179.14,4.32,12.4,無,
竹塘鄉,土地,新田段926地號,1917.0,,特定農業區,農牧用地,1150610,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2700000,1408,,0.0,0,,RPPNMLSKOHLGFGN27DA,0.0,0.0,0.0,無,
彰化市,房地(土地+建物),彰化縣彰化市旭光路２８巷１７號,65.0,住,,,1150608,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0700203,113.16,3,3,2,有,無,6980000,61683,,0.0,0,,RPPOMLQKOHLGFAN56DA,113.16,0.0,0.0,無,002
