鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
七堵區,土地,長安段232-18地號,10.8,,山坡地保育區,林業用地,1150610,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,337000,31204,,0.0,0,,RPVNMLPKOHLGFDC78DA,0.0,0.0,0.0,無,
安樂區,房地(土地+建物),基隆市安樂區基金一路１５８之２號６樓,6.04,,,,1150605,土地5建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871210,38.77,1,1,1,有,有,2600000,67062,,0.0,0,陽台外推；,RPQOMLRKOHLGFDC58DA,25.96,0.0,3.34,有,001
中正區,房地(土地+建物)+車位,基隆市中正區觀海街９號１３樓,15.03,住,,,1150608,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,107.77,2,1,2,有,有,5200000,48251,坡道平面,0.0,0,陽台加窗未登記建物；,RPPNMLSKOHLGFDC48DA,50.71,0.0,6.7,有,
中正區,房地(土地+建物)+車位,基隆市中正區中正路１６６之１號十二樓之４,12.19,商,,,1150601,土地1建物1車位1,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120926,153.27,3,2,2,有,有,20550000,139103,坡道機械,17.04,1600000,土地價款7959000元建物價款10991000元車位價款1600000元,RPUOMLLJOHLGFDC28DA,79.62,2.85,9.15,有,
中正區,房地(土地+建物),基隆市中正區新豐街３０３巷１１弄５５號３樓,40.98,住,,,1150602,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851119,130.27,3,2,2,有,無,5120000,39303,,0.0,0,,RPOOMLKKOHLGFDC67DA,89.98,0.0,9.05,無,
中山區,房地(土地+建物),基隆市中山區復興路３５５之１號,38.88,住,,,1150609,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660520,71.04,5,1,2,有,無,2500000,35191,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPSNMLMLOHLGFDC28DA,71.04,0.0,0.0,無,
中正區,房地(土地+建物),基隆市中正區新豐街４６０之２號八樓,6.79,都市：其他:道路用地,,,1150604,土地5建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861121,37.71,1,1,1,有,有,3250000,86184,,0.0,0,,RPSOMLTJOHLGFDC88DA,24.98,0.0,3.4,有,
安樂區,房地(土地+建物),基隆市安樂區樂利三街２６３巷１９弄１９之３號,19.73,住,,,1150607,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710603,74.33,2,1,1,有,無,1550000,20853,,0.0,0,陽台外推；,RPWNMLRKOHLGFDC09DA,62.31,0.0,12.02,無,
中山區,房地(土地+建物),基隆市中山區文化路１８３號,15.82,住,,,1150612,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0671223,60.03,0,0,0,無,無,5500000,91621,,0.0,0,陽台外推；其他增建；,RPVNMLMLOHLGFDC58DA,60.03,0.0,0.0,無,
