鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
東石鄉,土地,栗子崙段中洲小段72地號,2300.0,,一般農業區,農牧用地,1150521,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,3000,1,,0.0,0,,RPPNMLMLNHLGFBQ56CC,,,1150522~1151021,,,
太保市,租賃房屋,嘉義縣太保市三合路５５５巷１８號,0.0,,,,1150521,土地0建物1車位0,全,3,透天厝,停車空間、住宅,鋼筋混凝土造,1080121,223.85,5,3,5,有,無,有,35000,156,,0.0,0,,RPPNMLQLNHLGFDQ17CC,整棟(戶)出租,無,1150522~1151121,無,冷氣,
太保市,租賃房屋,嘉義縣太保市頂港子墘４０之８號五樓之３,0.0,,,,1150524,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0940815,22.21,1,0,1,有,有,有,7200,324,,0.0,0,租金：7500元，管理費：300元,RPPNMLRLNHLGFDQ27CC,獨立套房,有,1150601~1160601,有,冷氣、洗衣機、電視機、冰箱,
太保市,租賃房屋+車位,嘉義縣太保市保鐵十二路１５６號八樓之８,0.0,,,,1150525,土地0建物1車位1,八層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130821,118.28999999999999,2,2,2,有,有,有,26000,220,坡道平面,16.82,0,租金總額含管理費；其他車位清潔費；,RPQNMLRLNHLGFDQ37CC,整棟(戶)出租,有,1150601~1160531,有,冷氣、熱水器、洗衣機、冰箱,一般代管
水上鄉,土地,水西段139-2地號,132.23,工,,,1150525,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,30000,227,,0.0,0,現況有未保存登記有稅籍之建物:門牌嘉義縣水上鄉中山路二段526號含增建或未登記建物；,RPVNMLRLNHLGFDQ87CC,,,1150525~1160524,,,
民雄鄉,租賃房屋,嘉義縣民雄鄉興南村頭橋３０９號４樓之２,0.0,,,,1150523,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1121213,71.3,2,1,1,有,有,有,13000,182,,0.0,0,多人共同承租2；,RPPNMLTLNHLGFCQ37CC,整棟(戶)出租,有,1150601~1160531,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
民雄鄉,租賃房屋,嘉義縣民雄鄉金興村集福街４９巷１１號,0.0,,,,1150523,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0701015,111.72,3,2,2,有,無,無,16800,150,,0.0,0,多人共同承租2；含增建或未登記建物；,RPQNMLTLNHLGFCQ47CC,整棟(戶)出租,無,1150615~1160614,無,冷氣、熱水器,
番路鄉,租賃房屋,嘉義縣番路鄉下坑村８鄰下坑４０之１２號,0.0,,,,1150522,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0820308,191.08,4,1,3,有,無,無,12500,65,,0.0,0,門牌整編前地址：嘉義縣番路鄉下坑村8鄰下坑40之8號續租案件；,RPPNMLTLNHLGFEQ57CC,整棟(戶)出租,無,1150701~1160630,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
朴子市,租賃房屋,嘉義縣朴子市小?榔五路２６８巷１６號,0.0,,,,1150529,土地0建物1車位0,全,3,透天厝,店舖、停車空間、集合住宅,鋼筋混凝土造,0950828,165.89,3,4,3,有,無,有,28000,169,,0.0,0,,RPPNMLLJOHLGFBQ98CC,整棟(戶)出租,無,1150615~1180614,無,熱水器、冰箱,
太保市,租賃房屋,嘉義縣太保市太保里保鐵十二路１７２號７樓之７,0.0,,,,1150529,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130821,77.75999999999999,2,1,2,有,有,有,19800,255,,0.0,0,續租案件；,RPSNMLLJOHLGFDQ86CC,整棟(戶)出租,有,1150701~1160630,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
太保市,租賃房屋,嘉義縣太保市麻寮里北港路二段４７３巷１６號,0.0,,,,1150529,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0800416,161.02,3,2,2,有,無,無,11000,68,,0.0,0,續租案件；,RPTNMLLJOHLGFDQ96CC,整棟(戶)出租,無,1150701~1160630,無,熱水器,社會住宅代管
