鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
三民區,房地(土地+建物),高雄市三民區皓東路與澄明街,11.77,住,,,1150522,土地3建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.31,2,1,1,有,無,11500000,114645,,0.0,0,移轉土地面積合約書內容總合為11.77平方公尺,RPPNMLMLNHLGFDE08CB,無雙,B3棟12號,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建國一路、正義路口,25.56,住,,,1150522,土地2建物1車位2,六層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,239.09,4,1,2,有,無,15390000,64642,坡道平面,56.7,3600000,,RPPNMLPLNHLGFBE28DB,京城舞極,A5棟6號,
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路鼎山街202巷口,17.34,住,,,1150523,土地2建物1車位1,十三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,171.09,3,2,2,有,無,24670000,157152,坡道平面,29.38,2400000,,RPPNMLQLNHLGFDE48CB,國泰明誠,A2棟13號,
仁武區,房地(土地+建物)+車位,高雄市仁武區鼎力路475巷,23.24,住,,,1150525,土地1建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.84,2,2,2,有,無,8600000,93836,一樓平面,15.84,1750000,,RPQNMLSLNHLGFIE66CB,頂亨紳鄰,B2棟5號,
大社區,房地(土地+建物)+車位,高雄市大社區中正路470號3樓之3,23.78,住,,,1150528,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.47,2,2,2,有,無,8550000,97884,一樓平面,7.0,1750000,,RPRNMLSLNHLGFIE76CB,喬鈞富寓,C3棟3號,
三民區,房地(土地+建物)+車位,高雄市三民區中華二路157巷,12.13,商,,,1150524,土地2建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.49,2,2,2,有,無,13100000,132878,坡道平面,25.46,2200000,,RPPNMLTLNHLGFDE78CB,善寬UNI,A8棟9號,
三民區,房地(土地+建物),高雄市三民區中華二路157巷,10.11,商,,,1150525,土地2建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.36,2,1,1,有,無,9480000,138678,,0.0,0,,RPQNMLTLNHLGFDE88CB,善寬UNI,A7棟7號,
左營區,房地(土地+建物)+車位,高雄市左營區大中二路,14.58,住,,,1150524,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,169.21,3,2,2,有,無,18560000,124245,坡道平面,38.34,2300000,,RPPNMLTLNHLGFEE88CB,高鐵SONG,A1棟0號,
新興區,房地(土地+建物)+車位,高雄市新興區中山一路,3.61,商,,,1150525,土地16建物1車位1,十三層,36,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,95.38,1,1,1,有,無,15840000,162204,坡道機械,5.74,1300000,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；,RPPNMLLMNHLGFBE87CB,中山鉑?,A棟19號,
新興區,房地(土地+建物)+車位,高雄市新興區中山一路,3.61,商,,,1150525,土地16建物1車位1,十層,36,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,95.38,1,1,1,有,無,15760000,161312,坡道機械,5.74,1300000,交易總價含下列非屬預售屋價格之費用:裝潢費；傢俱設備費100000元；,RPQNMLLMNHLGFBE97CB,中山鉑?,A棟19號,
三民區,房地(土地+建物)+車位,高雄市三民區九如一路A07棟F24樓,12.15,商,,,1150523,土地2建物1車位1,二十四層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.2,3,2,2,有,無,23600000,150239,坡道平面,20.76,2200000,,RPPNMLLJOHLGFDE87CB,遠雄峰蘊,A棟07號,
三民區,房地(土地+建物),高雄市三民區九如一路A11棟F21樓,6.92,商,,,1150523,土地2建物1車位0,二十一層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.2,2,1,1,有,無,12000000,147783,,0.0,0,,RPQNMLLJOHLGFDE97CB,遠雄峰蘊,A棟11號,
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路鼎山街202巷口,15.58,住,,,1150530,土地2建物1車位1,六層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,154.47,3,2,2,有,無,21470000,150862,坡道平面,27.4,2300000,,RPSNMLLJOHLGFDE18CB,國泰明誠,B3棟06號,
鳳山區,房地(土地+建物),高雄市鳳山區福誠二街和福誠三街路口,0.0,,,,1150523,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.77,3,2,2,有,無,9350000,75543,,0.0,0,地上權房屋；,RPPNMLLJOHLGFGE18CB,名軒亞灣城,D棟D5-11F號,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建國一路、正義路口,16.21,住,,,1150526,土地2建物1車位1,十二層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.28,3,1,2,有,無,9830000,61273,坡道平面,30.86,1900000,,RPPNMLLJOHLGFBE77DB,京城舞極,A3棟12號,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十三街及二十六街口,14.88,住,,,1150522,土地1建物1車位1,六層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.15,2,2,2,有,無,13220000,141042,坡道平面,24.67,2010000,,RPQNMLMJOHLGFEE18CB,遠雄一靚,A02棟F06號,
仁武區,房地(土地+建物),高雄市仁武區九湖二街,15.97,住,,,1150521,土地1建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,63.78,1,1,1,有,無,7660000,120100,,0.0,0,,RPQNMLMJOHLGFIE68DB,多城ME+,A棟12號,
左營區,房地(土地+建物)+車位,高雄市左營區大中二路,10.65,住,,,1150528,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.04,3,1,2,有,無,13980000,123093,坡道平面,38.34,2200000,,RPSNMLNJOHLGFEE48CB,高鐵SONG,A13棟0號,
鳳山區,房地(土地+建物),高雄市鳳山區鳳頂段44號,19.05,住,,,1150523,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,55.83,2,1,2,有,無,6190000,110872,,0.0,0,,RPQNMLNJOHLGFGE48CB,一琚雲邸,A2號,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建國一路、正義路口,26.09,住,,,1150527,土地2建物1車位2,九層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,247.14,4,1,2,有,無,16030000,64220,坡道平面,56.7,3800000,,RPPNMLNJOHLGFBE97DB,京城舞極,A1棟9號,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區建國一路、正義路口,15.98,住,,,1150527,土地2建物1車位1,十一層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,160.66,3,1,2,有,無,10800000,67266,坡道平面,28.35,1900000,,RPQNMLNJOHLGFBE08DB,京城舞極,B2棟11號,
三民區,房地(土地+建物)+車位,高雄市三民區九如三路,16.82,住,,,1150529,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.57,3,2,2,有,無,22200000,156881,坡道平面,24.85,2320000,,RPPNMLOJOHLGFDE18CB,遠雄沐蘊,B07棟F03號,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學16街與大學17街口,21.36,住,,,1150529,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.82,2,2,2,有,無,16500000,116155,坡道平面,27.57,2300000,,RPPNMLOJOHLGFEE28CB,αCity,A棟2號,
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學16街與大學17街口,17.19,住,,,1150529,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.94,1,2,2,有,無,13350000,115381,坡道平面,27.57,2000000,,RPQNMLOJOHLGFEE38CB,αCity,A棟6號,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區泉州街,15.62,住,,,1150521,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.48,2,2,2,有,無,20160000,140863,升降平面,28.27,2100000,,RPRNMLPJOHLGFBE28CB,文化星匯,A棟1號,
